Name | Location | Date | Review Title | Ratings | UID | Review Text
Nkocak|Singapore- Singapore|18 February 2017|A Fantastic Day in Universal Studios|5|28F7F2628582685B77D02BA4A9CE0F67|We have spent one entire day in Universal Studios in Singapore and we still haven't done all attractions yet. It is truly a magnificient place to be/001 really amazing/001 all day fun. Rides are great/001 Sesame Street/001 Transformers/001 The Jurassic Park/001 Shrek Movie in Far Far Away/001 Madagaskar and so on/001 so forth. Kids love it and so you do. Definitely buy the express otherwise you can't see anything. Though pricey/001 highly recommended!
Itsmorefuntotravel|None|18 February 2017|Going back to become a child again|5|EB1A9D245804033E4344B7A46E345E93|This is my 2nd time to visit the Universal Studios in Singapore. Every time i come to this place/001 i feel like i am a child again excited and happy of what is to unfold. We were taking a lot of pictures to bring home. We have a grand time with my friend and daughter. The rides were fabulous and so as the many attractions inside the studio. Maybe i didn't hydrate myself or it was just too hot for me/001 i fainted while waiting in line. Fortunately/001 i was given first aide right away and was brought to a place where i can rest. After 1 hour and 30 minutes/001 i went outside again to roam around Universal. The staff were really kind/001 they gave me water and check on my vital signs from time to time while i was recuperating. Thank you to the staff of Universal Studios.
Filraz A|None|18 February 2017|Amazing Experience!|4|0C5CD0CDC23F37284D1E2D548AE32299|Simply amazing... Specially the Galactica.. Revenge of the Mummy... And the Transformers.....A must go place in Singapore!
Soumenpal73|Kolkata (Calcutta)- India|18 February 2017|Family tour|4|D5AB1BA39440C4732E45F9337AD101F8|Sentosa trip is all any child would want to see. It is a one stop place for enjoyment to kids. U have it all here- from games to rides to Madame Tussaud's! An entertainer for the full family!
bhatianimisha002|Mumbai (Bombay)- India|17 February 2017|Must visit|5|C52ECA8E5315F090013A45163711F600|If you are in Singapore this place is must visit. This place is located in Sentosa island. It has many attractions/001 shows and rides. Check timings for shows and character meet. I would suggest buying tickets online to get some discount. Plan your visit in advance.
Angelalizhao|Wellington- New Zealand|17 February 2017|Good place for family with bigger kids|4|05C358E4342477AE60F838FDB0A72183|I like here except the long long long queues. I don't think it is suitable for young kids under 5. Our 3 year old daughter almost missed all the fun due to the age and height. Our 7 & 9 year old sons love here regardless the hot weather and long queues. The most exciting activity is Transformer but we queued one turn for 1.5 hours!! I felt I was paying money to queue....... Listen to others' suggestions: get express pass if you can afford otherwise you would fell exhausted after queuing a whole day.
leyzlie|None|17 February 2017|Definitely entertaining!|5|6B81461CD777C89FEB1C48E137C799BE|It is much better to visit Universal Studios Singapore during weekdays to avoid hour length wait to their infamous rides. If you don't have any choice but to go on weekends or holidays/001 skip first the rides cause it will consume most of your time but hang around the place for every photo opt or check out the schedule for the appearance of many USS characters and other attractions (Waterworld). Try to get back late in the afternoon for the rides to have shorter cue for the rides. (Though it's your choice to have this option cause what if the cue for the rides was still long.) It is much better to visit USS for the whole day. All rides are enjoyable/001 facades are amazing and picture friendly. Food choices for snacks and lunch are very limited and expensive though/001 but fulfilling.
babaidey|Jamshedpur|16 February 2017|amusement park|5|CF39D78F143B6357CD9E88834BA783F8|a place for all category of people/001 so many attraction/001 starting from all 3d adventures/001 mummy ride/001 transformer etc. Awesome place/001 u will not realize when ur day will end. food and water is expensive/001 still a place worth to visit
Simon D|Montrose- United Kingdom|16 February 2017|Good and average|3|95D9C7DEF04A9F57F9F9173FCD6CF804|During our holiday to Singapore in September 2016 we made a visit to the Universal Studios on Sentosa Island.To get there we took the MRT to the Harbour front/001 walked through the mall and collected our tickets before boarding the express monorail to Sentosa. The theme park itself felt a little smaller than other theme parks we had visited/001 including Universal in Orlando but the place is very well laid out.The queues were a little long and we did take the fast pass options/001 some of the rides were great the Battlestar Galactica/001 Jurassic Park and Mummy rides were particularly fun. We didn't eat a meal at the park as we thought it was a little pricey. Overall this is a good place to visit but with restricted park size it doesn't quite live up to the Orlando sister parks.
Piyush G|New Delhi- India|16 February 2017|superb is the word....must visit for families|4|1F2177067CFC815D22CC9230C86AAA18|superb is the word....must visit for families. lots of good rides and you enjoy in each of the ride. Most popular is Transformers ride in Universal studio. When you buy ticket they encourage you to buy combo tkt which includes Sentosa island as well however they have not upgraded sentosa for more than a decade so that's a boring place. Only Universal studio is good to visit.
squeezageeza|None|16 February 2017|Good attractions bad service|2|352E1E37092AF29D7A62C80E5B20417E|Spent a day here and whilst the attractions are food the customer service is very poor. Everyone working here seems very young. My partner had a water damaged phone caused by one of the attractions and no one was interested on trying to help. 2 rides broke down on our day and after lining up for 40 mins when we decided to leave asked if we could have a fast pass when the attraction opens again we were told "people were there longer then you". Very dissapointing.
Claire H|Perth- Australia|16 February 2017|Thrill seeking fun|5|0FFE8B9C32DF01CE853F78A47290A015|Hubby and I don't do big rides/001 he also doesn't care much for heights. I'm saying this because while we are both/001 let's face it/001 whimps but we still had a great time. It is worth getting a fast pass when you buy a ticket. We went mid week and the lines were still hours long. Some more simple rides and attractions had quick lines. The Jurassic rapids were so much fun (which is possibly why the line was over an hour long) the high flyer was also great and had no line.There was plenty of food available inside so don't feel the need to bring a lunch. Also/001 pack light/001 the more things you bring with you the more time you'll spend in the lines for the lockers at the start of rides. We had breakfast at a pancake place near the entrance before we went in/001 and spent a total of about 6 hours inside. Which was enough time to cover everything we wanted to do. Had we have wanted to do the big thrilling rides we would have been short on time. Those lines were over an hour each. I will 100% be coming back here. It was a great day out.
huifen2017|Makassar- Indonesia|16 February 2017|My Second Time|5|D26A44368F50BAD62469AEE223798D11|Its my second time went there. But this time I bought the ticket with Universal Express that really saving time and skip the very long queue. Price is much higher of course but if you want to enjoy more in this place i suggest you to buy and add universal express. It is worth it!
Sep3ani|Denpasar- Indonesia|16 February 2017|Great Place to Go!!|4|A44FCE493889857F2AB7CF7213736E70|I went Universal Studio Singapore last week with my friend. It was amazing. I try almost all of the studio. They are open from 10 am - 7 pm. Sesame street on New York area/001 Transformer ( there is a roller coaster/001 I try it and it the best roller coaster I ever try)/001/001 mummy (roller coaster in the dark)/001 jurassic park ( rafting)/001 and many things you can do there. Entrance fee is SGD $73 per person/001/001 you need to pay extra SGD $30 if you don't want to queue.
Travel_m0re77|Auckland Region- New Zealand|16 February 2017|Small but fun|4|F6E35AC285A44341EED0D42423FCA152|The park itself is quite small but it was fun. We had free tickets to get in which was good as it is normally quite expensive. We purchased a one off express pass for S$50 each which gave us one express entry per ride. It was well worth it as some of the rides had wait times of 40+ mins which to be fair isn't unreasonable for a theme park. But with it being so hot and with a young child it was better to jump to the front. The park is very clean. It was very crowed with tourists (to be expected).
Audreeadjel|None|16 February 2017|Go there on Saturday for Hollywood Parade|5|DC0305ABD54797BA6A32E2CEFC55F0F8|from Sleepy kiwi we traveled by bus to Vivo City and train to USS at 8am. Please note on Vivo city there is a shuttle on bus area going to USS for a flat fare SGD1. did not see it that's why I have take the train and take the escalator up to 3rd floor. We arrived early. We eat at Slappy pancakes since it will open at 10am/001 going in is fast and organized. There isnt a lot of people so we are not rushing in to go in line. in fact the longest waiting time we had is 20 mins which is the Transformer ride. HIGHLY recommended to ride. No need for express pass though there is still few people purchase it. it was a really hot day so we didnt bother to going in and out to buy some food outside to save some money. The food we purchased range SGD10-15 for a regular burger meal. Milkshake is SGD7/001 ice cream SGD4. for souvenir I find it too pricey when converting since I came from Manila on ROE is 1PHP=35SGD just imagine it. The Hollywood parade start at 3pm very great show. I must also commend BETTY BOOP mascot is very nice.. Taking pictures with mascot are everywhere you must only ques. There will be rides that you will get/001 just in case you dont have raincoat or anything/001 there is drying Capsule for SGD5. since we almost go around USS two times we were too tired to wait for the fireworks :(/001 we go home at 6PM and queing on train takes time like 30 mins.
Thanusha P|None|15 February 2017|A great trip|5|6771E6617BD9A0818DF4F31E16F5669D|The amusement park was amazing. The queues were long for the rides but the transformers ride was fantastic/001 well worth the wait. Overall a fantastic place to visit
Romesh J|None|15 February 2017|Great place with even greater queues..|4|6010CE946FD311115C442E2FAC9D626D|Visited the theme park with my wife and two kids aged 8 and 12. Purchased the standard tickets for about USD 40 pp. Really enjoyed the rides especially the duelling "battle star galactica" ride/001 which is not for the faint hearted and the Egyptian section which featured an indoor ride with all sorts of Egyptian monsters to keep us company. The 3D "Transformers" ride was also truly enjoyable. The kids also fully enjoyed the 3D movie at Never Never Land. My main grouse however was the very long waiting time for each and every ride. We were only able to complete 5-6 rides during the whole day and each ride had a waiting time of 1 hour or more. So I strongly recommend new visitors especially those with families and/or have just one day to visit/001 to pay extra and buy the fast track tickets. Else you are in for a long wait and risk get your blood pressure up (as I did) by fuming silently at those with fast track tickets sauntering in while you are in the queue for hours...
Anthony M|Al Khobar- Saudi Arabia|15 February 2017|feels good to be a kid again|3|C58AA57BD8F37ADBAE28C36656B30D22|Visiting Universal Studios unleashes the child on everyone... Its comparatively smaller as compared to US/LA and Japan so crowds tend to cluster on popular rides so its advisable to top on for the VIP pass if you can afford it... This allows you to maximize and enjoy all the major rides during the day
Tarekz8|Dubai- United Arab Emirates|15 February 2017|Everything hurts!!!|5|7598963A000AB042E1D0E34DF1EBB159|But in a good way. After 7 hours and a total of 10km covered over the course of the day; the kids saw/001 did and ate everything and they had a blast doing it.The park needs a full day and don't be cheap/001 buy the express passes otherwise you will spend the entire day waiting in line.Cylon/001 Transformers and the Shrek 4D were great brilliant fun. The Jurassic Park ride was not a favourite. You simply got soaked for the sake of it. It was as if the inventors ran out of ideas and figured getting people wet was a sufficient substitute for a lack of imagination. It is an expensive day out the entire family thoroughly enjoyed themselves.
Orwin L|None|15 February 2017|a must go attraction in singapore|5|76E30B8DD128266B57E9A7034C6D87A5|best for roller coaster lovers & adventure loving people. good for freinds & family outing.kids will love this place !! Its very crowded during public holidays & vacations.Best time to visit is weekdays. you can purchase xpress tickets to beat the queue.
Mickel49|Sydney- Australia|15 February 2017|Holidays|4|F78BEF17BD23763F083F556EF3336602|Went to Universal Studio back in 2013 by myself and loved it/001 this time we went as a family and we had a great time till mid afternoon when it started to rain.There is not much to do when it rains as all rides outside stops and only the ones inside work and get very busy.Shops get over crowded and the Main Street parade was not on as there is not much cover after you leave Main Street.
rachel t|None|15 February 2017|One of the best days at Singapore |5|F3A44CF703522DB44AFE9E170033533D|Universal Studios/001 at the offset I thought it was a place for kids/001 with just rides and stuff. But man/001 it was awesome. It has multiple themes/001 rides/001 information and so much more that every grown up becomes a kid for a while. Worst a visit.
Faiza L|Karachi- Pakistan|14 February 2017|Boring and Too Kidish! |2|53BD2846AE0CDDE19581F652A95EE5A0|I didn't enjoy it much! The activities are for kids/001 literally! It's better to spend time exploring Singapore then wasting time here!!! There is actually only one ride that could be considered by grown ups! The access is easy with metros and monorail!
abdulrahman542|Najran|14 February 2017|Must See 2nd in Asia|4|8D7457BD66F99B96A58798C35D5A564F|It's amazing themed park you don't have time to wait you will have continuous enjoyment with many characters insideYou will have plenty of photo you need big memory
Andrew H|Singapore- Singapore|14 February 2017|Nice outing in the Tropics|5|E0FA269A9EE6890658E2C9348C9F6244|Nice to see Universal Studios has improved on its rides and amenities. Food variety is also good n don't forget to keep yourselves hydrated as it can get very hot and sunny. So those SPFs will also be good for everyone..
bruce r|bangkok|14 February 2017|Fantastic rides  needs more soul|4|E05D4208B5161B4A9AF01878D71F30AD|As a first time US visitor I had expected more soul and organic feel of the movie setting. Though the rides are fantastic/001 we enjoyed a number of rides including Transformer/001 Sesame Street/001 and Madagascar. However/001 more rides would be a boon to USS.
283umeshp|Mumbai|14 February 2017|Loved the entire experience|5|F20DA9E2571F1E33245704F1ACA9A32A|If you are a theme park lover/001 this is definitely a must visit. Some of the attractions that i loved were the mummy returns ride ( is quite scary )/001 steven speilbergs lights camera action is cool/001 cool characters like the minions and Marlyn Monroe walk around the park for picture opportunities/001 there are lockers available next to some rides so u can store your handbags while you go go for the ride/001 the lockers are free for sometime/001 which is usually enough for you to go on some rides and back.also fast or express passes are possible to cut the waiting time in queues/001 a good tip is to start from the end of the park working up to the fromt as most people usually follow the rides as they come/001 it is pissble to finish all important attractions in 1 day
hsanchezcpa|Riyadh- Saudi Arabia|14 February 2017|A place to remember|5|0A2A3B52838285E710D1BD6D96732E99|It was Christmas season when I visited this fairy tale and happy theme park. It is somehow a dream come true. I enjoy a lot though you really need to fall in a long Que. After all/001 it is worth the wait. I super enjoyed the Christmas village! Bring you kids also your friend to remind them their Childhood. Cheers!
CheshireSupermum|cheshire|14 February 2017|Cheshiresupermum |4|FA27C78244EE7DD519F6C4A2C15DF738|Spent day here yesterday. Mini version of the one in Florida. Good day out little if any queues which was fab. I'm the one who sits on bench while they do roller coasters but hardly settled on bench and they'd been on. Tame rides are very tame so suitable for little ones.
Casey V|Shenyang- China|14 February 2017|Great day out!|5|7474AF5E08369D47D7C0EE80D64F8A85|Made the trip from JB and it didn't disappoint! You can get tickets for 5 RM to cross the causeway on the KTM trains from JB Sentral to Woodlands and back. The taxi from Woodlands to USS was about $24/001 but well worth it considering all the different buses and trains we would have had to take/001 and would have been almost $20 for 2 people. We visited during the tail-end of Chinese New Years/001 but was pleasantly surprised at the short wait times. On a few rides we too the single riders lane and got put on the same ride anyways. The Mummy Returns was fantastic/001 we did Transformers twice/001 and the Jurassic Park waterride soaked us :)Will be returning with my wife/001 and look forward to the next trip!
AhSiong25|S'pore|14 February 2017|Long queue to enter  but queues for rides managable|4|8399EBE72B8B10BD650BD1DD77D86BBF|Were excited to bring my boy to the theme park during our staycation at Hard Rock hotel last week. When we were there at 10am/001 there were hundreds of people queuing up to enter the park. Queue was orderly.Inside the park/001 the time taken to queue for rides were manageable. Not as bad as I would have expected. Overall a good experience for us and our boy.
aybee r|None|13 February 2017|a themed park|4|7B0E3BB60229D4D15059B700BD940C12|Universal Studio Sg is a typical themed park with rides and attractions. The only difference is the character in every stop. It is still for kids and adults too
tracyjocye1991|Kuala Lumpur- Malaysia|13 February 2017|Universal Studios - Singapore|4|B26BF4BAF853FBF176A2BF4E030FE938|Spend whole day at Universal Studios. This is my third time to Universal Studio Singapore. Compare to other countries Universal Studios/001 Singapore's Universal are small. However/001 we still enjoy it so much. We went there Chinese New Year Eve and there are many people queuing. Please make sure that you reach USS before 10am to avoid long queue. When entering USS/001 straight go to Transformer Ride because most of the people will go for that rides.
Kumaran M|None|12 February 2017|Kids loved it!|5|2A50598ED4572D15D4556ADA54AF3810|Spent a full day at Universal studios. Went in January and it was busy yet able to go on all the rides we wanted to. The longest waiting time was 40min which I was expecting to be much longer. The kids loved the park and we have beautiful memories of it. A must when in Singapore with the family.
Asanka M|Colombo- Sri Lanka|12 February 2017|Thrill ans fun.|5|9175F804BAC85250D927A986EBDBB07B|Its perfect place to experience thrill ans fun. Go on weekday so that u don't face a crowded park and can cover most things in one day. We buy the express ticket. It's S$ 50 & entrance ticket price is S$ 70. If u can buy express ticket u can cover lot of areas. See the dramas. specially water world function. Foods are expensive at inside. Must try attractions rides are - Transformers - Mummy .HUMAN or CYLON.
Ms_Michaela|Toronto- Canada|12 February 2017|Go during weekdays|3|DFC854D54681FC0978F8770BEE4B1C9D|We were there during the new year holidays and it was so crowded. The top attractions have 1-2 waiting lines even in the morning. Went there to check the place out/001 probably will not return the next time.
Minoli W|Mahara- Kadawatha- Sri Lanka|12 February 2017|Fun time for everyone|4|E3423865673056348CB396E110AEDE7C|This place has something for everyone. From the Kingdom Far Far Away for the little kids to Sci Fi section for adults (who are kids at heart)/001 everyone can enjoy something here. You would need at least one full day to fully appreciate everything. The food is more expensive than outside/001 which is natural in a theme park. It was interesting how different restaurants had a menu that catered to the theme. If you are South Asian and looking for rice/001 Ancient Egypt is your best bet.Make sure you pick up a map from the entrance/001 and travel in an anti-clockwise manner. Remember to bring a lot of water/001 and prepare to walk A LOT.It would save you plenty of time if you purchase the express tickets. Yes/001 they are more expensive than the regular ones. But definitely worth it/001 considering how the queues can last over three hours.
PillaiPramod|Mumbai (Bombay)- India|11 February 2017|Wonderful Time at Universal Studio|5|041CDE6E138C32DB934E58977B044B90|Great Experience. If you Kids with you/001 one place that you can't miss.If You dont Have Kids with You/001 still a place that you can't afford to miss.The Revenge of the Mummy ride was awesome.
vandylim|Singapore|11 February 2017|Horrible customer service!|1|4A6FAA4FC6B96054CA1658F7F66C09B8|Visited USS on 10th Feb/001 I was queuing with my 3 years at the children roller coaster 'enchanted airways'. I have the annual pass and was queueing at the express lane.We waited for 3 rounds of non express queue and when a customer behind me and I tried to ask why is our express side is not moving/001 the staff just turn their back on us and ignore us without any explanation. That guy is wearing spectacles and middle age and the lady assisting is a short hair girl. If I get their name I will write in to the management to feedback!Disappointed and ugly to receive such treatment from USS. Never knew their staff is been train to treat their customer in such ways!
BongKarno|Philippines|11 February 2017|Great attractions for all!|5|22F62FF4F4A89F8C1A769EEEF510A6E8|As an adrenaline junkie like myself/001 the 2 things that I will never forget and will try again when I go back are:1. The Mummy - I did not expect this one to be very thrilling! I thought it would just be a boring ride. But jeezus I was blown away! It's like riding a roller coaster in total darkness! Unbelievably fun!2. Battlestar Galactica - This is the resident roller coaster of Universal Studios Singapore. It's a roller coaster with double the fun! This coaster has 2 rides. The concept is on the name itself/001 Battlestar Galactica. Basically it's like a fight with humans and aliens. One coaster is where you ride as the humans. A basic roller coaster ride. But the other one for me is way more fun: the aliens' side! On this other coaster/001 your feet are hanging! Imagine that! OMG my soul separated from my body during the first drop! I can't overstate enough how fun that ride was!But my most useful tip is this: buy express passes! Again/001 BUY EXPRESS PASSES!!! It's the purchase that I never regretted! It will save you a TON of time! Normal tickets will cost you AN HOUR in line waiting for your turn. But when you use express pass/001 it will literally take you a minute to get to the ride. There's a different line for normal tickets and for express passes. You can see the envy from the eyes of the people who endured long lines waiting. While you just walked in but you get to ride first.
Antonio A|None|10 February 2017|My favorite universal! |5|4382A547687C492AF310684F57015251|Shreks castle/001 the mummy/001 Elmo in space/001 Charlie Chaplin/001 and even dinosaurs?! This is the best place ever!!!!!!!!
FJ03|None|10 February 2017|Fun day out |5|5F03ABA93C1AECE843B9A58553AC9998|My husband and I spent the day here. Now I must mention my husband is an adrenaline junkie /001 whilst I would say I'm the opposite . Thus I felt that the theme park catered to the both of us. Getting here is fairly easy and everything is sign posted . We took the monorail which was fast but packed . I would recommend getting here early and possibly purchasing the fast track tickets for the additional cost . As the queues were very long when we went and for example the transformers ride we waited almost two hours to get in. It was also a very hot and humid day .The studios I mentioned catered to all ages I feel. I've not been to the Florida theme park so can only base my opinion on Singapore . But they have shows /001 roller coasters /001 boat rider /001 souvenir shops and quite a few food outlets on site . There are different themed sections/001 such as the mummy/001 Jurassic park /001 shrek/001 transformers etc and all have there different rides and shows taking place .There are times where you may need to use the lockers as certain rides require no personal belongings. Our personal favourite ride was the water boat ride at Jurassic park. You do get slightly wet but honestly it was a breath of fresh air as we went on a very hot and humid day (humidity was at 98%). Shrek 4D was also good fun and my husband enjoyed this with the chairs moving and splashes of water on the face . The water world show was excellent and the stunts and actors had the audience fully engaged . Staff I found to be lovely honestly /001 they were so helpful and the service was very good. There were a couple times when some of the rides were delayed or experiencing technical problems but apart from that it is a great fun day out for all ages . And the theme park closes at 7pm .
