Name | Location | Date | Review Title | Ratings | UID | Review Text
wozcor|Melbourne- Australia|1 May 2017|A great afternoon out at Sentosa|3|EC693A081B12C3EEDC4AF431BAE56022|Cue times were around 45 mins so just make sure you purchase the express pass to get on rides faster.
Stuart C|England- United Kingdom|30 April 2017|Excellent Visit|5|790BE3B77A4DAEB9467EBD4F9039B4F4|My Family & I visited Universal Singapore for one day in April.What a great Park/001 certainly not as big as Universal in California or Florida however still a great day out.The ride Queues were 20 minutes maximum all day/001 this allowed us to ride all of the attractions during the day.Top Rides to go on - Jurassic Park.The Mummy.Battlestar Galactica (Cylon)Transformers 4D.Shrek 4D.Special effects stage.Waterworld Show.Plenty of souvenir shops/001 food stalls and restaurants both inside and outside the park.Great day out highly recommend/001 Pre book your ticket on the internet to gain a cheeper price.
MM0311|Mumbai|30 April 2017|Super fun! |5|64FAEA9939E7C68A5893A7D0FE0A7AEA|Universal studios is super duper fun/001 and a must visit in Singapore! You can take the free internal train in Sentosa to reach it. Go for the famous and in demand transformers ride and you will have the time of your life - you will definitely want to sit on it more than once! The other roller coasters in the "science" section made me queasy so i won't recommend them if you get sick on such rides/001 but Transformers is a must do. After this section/001 which is at the beginning of the park/001 take the time to visit each section and see what you would enjoy. Universal has a lot to offer/001 and reach early so you can spend the entire day here and do justice to this fun place. The pizza place here is really good/001 even for vegetarians/001 and you will get good ice-cream to beat the hot weather. If you travel with kids/001 they will enjoy the Puss in Boots and Madagascar shows that are in the evening/001and the 3D movie. Take the time out to take pictures with all the cartoon characters that hang out with you in the evening/001 they are fun to look at later :). In a nutshell/001 Universal Studios is a must visit in Singapore - make sure you reach early and you spend the day here!
Targarian|None|30 April 2017|Worth to Visit|5|3EBA2958261E724EE14362A1A4365D88|I have been there for 2 times in one week. Both the times I enjoyed each of the segment immensenly. Its amazing and a treat for kids up to age 15.
Manish B|None|30 April 2017|Rain spoils Hollywood parade|4|5DBEB03AFDCF114742727C3EB9A6E6B7|I visited USS on 14th Apr with my family/001 which was a public holiday in Singapore and therefore couple of extra events were scheduled i.e. Hollywood parade at 3;00 pm and Fireworks at 8:30pm. However/001 due to rains/001 the hollywood parade was cancelled. There was a huge rush in all the places - minimum 30 mts waiting for few rides we waited for over 90 minutes. The long queue for Transformer ride ran into multiple halls and two levels/001 which reminded us about the queue at Shirdi temple. There are no pure vegetarian eating joint inside USS and looks like a good business opportunity for Kailash Parbat/001 Anand Bhawan/001 etc Despite above issues/001 we had a great time and memorable trip. The most interesting rides were Jurassic park/001 Transformer/001 Madagascar/001 Speilberg show.
WheresDuke|Sydney- Australia|30 April 2017|Excellent fun park on Sentosa Island|5|FA421A7469B07CB0050D55AEC8165096|We visited Universal Studios as one of the predetermined "Must-Dos" during our 5 night stay in Singapore and we weren't disappointed. We pre-purchased our tickets (recommended) prior to getting to the park/001 so avoided the box office queue. We also purchased our VIP pass for the rides inside the park (definitely recommended) which gave us access to walk up starts to all rides/001 rather than queuing for 40 odd minutes. We loved our time there; some highlights: the Madagascar ride/001 the Sesame Street show and spaghetti ride/001 the awesome Transformers ride/001 the Mummy ride/001 the rollercoaster/001 the water fountain park in Jurassic Park. The choice of food was actually really good for a fun park/001 and you can get a beer if you want.We will be back.
Ryan B|Dubai- Dubai- United Arab Emirates|29 April 2017|Fun|5|AE5CC166731D5239E805C334B7D7428F|My enjoyed some of the rides. We couldn't go to other place coz of the weather/001 it's too hot and too difficult for family who have childrens below 1 year old. I carried my 1 year old daughter throughout the place
Jillian L|Perth- Australia|28 April 2017|Better for younger families|4|F37C3554F24535E560868B1A1AB916D5|Went with teenage son (for second time first was in 2011). The best rides for excitement were Transformers (new)/001 Cylon and Mummy. Other rides really for younger kids/families. Went before 10.00 (gates opened at 9.50 and took 20 mins to get in). Recommend staying in a close hotel/001 so when queues really long had a relax at our hotel 3-5.00pm. Went back and the lines so much shorter/001 stayed doing roller coasters until 7.00pm close. Had lots of fun but for the teenager go somewhere else with a lot more thrills.
Chris H|None|28 April 2017|Fun Family Day  but expect things to be expensive!|3|D57B8986F4AB93910A1795980CCB3F0A|There's no need to explain what Universal Studios is... you probably already know!There are heaps of great rides/001 fantastic shows and other entertainment. My family absolutely loved going there! It is a quality park.We attended mid week in the middle of April/001 so thought it'd be a bit quiet... Ques were fairly reasonable/001 however for some rides we waited upwards of an hour even when the advisory signs suggested 30mins... i'd hate to imagine wait times in peak season!If your children are over 1.2m tall/001 they'll be able to go on every ride in the park! This thrilled my 7 year old son!Tip for buying your tickets... Head into China Town to the Peoples Palace Shopping mall (Big Old Green Building) head upstairs to the travel agencies and buy your tickets through them. It'll cost a lot less than buying at the gate. Just check for online deals first to give some slight negotiating power!Just beware/001 when you're in the park expect to pay close to four times the price for food and drinks as you would elsewhere in Singapore/001 It is after all on Sentosa!
RachelM087|Oxford|27 April 2017|Good day out|4|E06A5122EA93831A97DC873EDF4BD9B6|The park was clean and the attractions were good. Not really comparable to the parks in the USA/001 but still a good day out.We had a lot of rain in the afternoon/001 which meant the outdoor rides were closed. If you get there early & the weather is good then I would advise you go on those rides first.
ramsdesk|Bangalore|27 April 2017|Ok - Not the best|3|1CB66772E946B9B8C15575B2FF605BE9|Lots of hype about Universal Studios in Singapore. This is just not in comparison with the original at LA but this is decent enough for the space-crunched Singapore and attractive enough for the locals and visitors alike. No comparison/001 please. Notable rides which I enjoyed were the Transformers and Egypt one.. rest were ok but if you are with kids/001 they will enjoy every single ride and attraction. You will need one full day at this place. Try to buy tickets online at several third party sites where you may get discounts on meal vouchers or shopping vouchers (watch out for riders/fine prints).
Byron O|St. Ives- Australia|27 April 2017|Lots of fun!|5|130C93316F72AB9725A5E4BAE308345B|My wife and I spent 2 days at Universal Studios Singapore. It was a great time. We have already been to Universal Studios in Los Angeles and Orlando. Although not quite as big/001 there was still plenty to do in 2 days. We took someone's advice from Trip Advisor and bought the 6 month pass with fast entry also. It is cheaper than buying 2 separate one day passes (there are no 2 days passes - only one day and then 6 months). We also got 10% discount on all F&B in Universal plus on any other purchases. It was worth paying for the fast pass otherwise the most popular rides you could be waiting for up to one hour to get on. We only had to wait a maximum of 5 minutes! I highly recommend Universal Studios/001 Singapore as a a great theme park that is well run.
qwertylinda|Melbourne- Australia|27 April 2017|Fun Day|4|4ACF2B9E54E3AA9AEF9D6A6B6FBD73B0|Had a fantastic day at Universal Studios! It did not disappoint. The rides were great/001 The Transformer & Cylon were the best. We ended up buying the express pass which added an extra $50 onto the cost of entry; however it paid off for us on the day. Keeping in mind we went at off peak season. Easy to get the train there. As expected the food & beverages can get a little pricey/001 after all it is a theme park. Worth the $$/001 had a blast☺️
santoshbh|Bengaluru- India|27 April 2017|Good for one full day|4|355287E4CC5801758A7EFBAA784B31F0|Happening place in Sentosa. you need almost one full day for USS. if you start in time at 10 am/001 you need time till 6 pm for it. if you are visiting on weekends or public holidays/001 with young kids then strongly suggest taking express pass. Keep track of the different shows/events which happens in different places inside USS. Better to start at 10 am so that you have little less crowd. One major sour about the place was no options of Vegetarian food at all. We hardly found one place selling Veggie food. Probably something for the management to look out for. Better to buy the tickets online to beat the queue. Also if you are in hotels where they provide handy phones/001 then booking from it will also give discounts.
VikramBopanna|Bangalore- Karnataka- India|27 April 2017|A day of enthralling entertainment!|5|679BA5C0CAE1E449DF6935627E0CAF79|A place not to be missed! Universal Studios is so entertaining that in fact a full day is not sufficient to explore all that it has to offer!
Nasim R|None|27 April 2017|Fabulous experience |5|EEF312BE3703CCD423E04F249FEDF491|It's a wonderful place to spend a whole day. Although the ticket price is high/001 it will not waste your money-will give you a different experience. Many items to explore & entertainment. Please keep rain coat/ umbrella to avoid raining; however you can buy also inside the park.
itspji|Auckland|27 April 2017|Great fun|5|3AFAB6275770C3C4AE8C2EE96BD469D0|You can do this in a day as it is a small park compared to the USA/001 but we are already planning what we will do on our next visit. Staff are great and there is a lot to do. Go early for the popular rides or enjoy the queues. Book online with MasterCard far the best discounts currently and 10% discount at the outlets with MasterCard over $sg20
Prapaiporn W|None|26 April 2017|Jewkid|1|D747C052F5D2C739723703FDEAF5C7FB|Waste of time at universal. Really bad. Bad infrastructure. Pay high cost ticket but can't play anything because it has very long queue. The staffs always shout customer/001 not polite.
KARTINI S|Perak- Malaysia|26 April 2017|Muslim trip :UNIVERSAL STUDIO SINGAPORE|5|DD09CD0E25C2A0186DAB193DC1506846|Our family adores theme parks. We have always enjoyed attractions offered..USS has many roller coaster which test you to the limit especially the high speed Cyclon vs Human. My son and husband really enjoyed themselves on these rides whilst my daughter and I enjoyed street performance by Rockafella and a few others. At the faraway land/001 we enjoyed the 4D movie. Amenities wise easy access to halal food/001 transportation and prayer hall. Thumbs up!!
salbern|Kaiapoi- New Zealand|26 April 2017|Use the single rider lanes|5|613FDEB57846D58896BFAD5C7C18ED42|We learnt very quickly to take advantage of the single rider lanes - these generally move faster than the group lines but it means you may not do the ride with your friends/family as you are mainly gap fillers.
msb444|Manila- Philippines|26 April 2017|The Cylon|5|751BAE554B10183F8EBFB3B2F1E336F8|I love roller coasters. The best ride for me was the Cylon/001 one of the Battlestar Galactica rides. It is a 2 seater ride with your feet dangling in the air. The first drop is scream worthy. I went on a weekday and was at the entrance 15 min before opening and got on almost all the rides in less than 5 minutes. We were able to ride all the man attractions except for the Jurassic park rapids adventure. Made the mistake of reserving it for last and had to wait for an hour. Unfortunately/001 the ride was cancelled due to inclement weather (lightning). It's pretty pricey but worth it if you can get on all or at least most of the main attractions. Sing$76/001 express additional $30. If you don't mind riding alone/001 take the single rider. Its free. The park is clean. Most people seem to come in the late afternoon when it is not too hot. Be sure to bring water/001 a hat and wear sunblock. It is hot.
Cary15|Auckland- New Zealand|26 April 2017|Universal Singapore what they don't highlight to tell you|2|791563CB93C9DEE2806F76E423DB2D7D|I had great expectations of a family trip to Universal Studios in Singapore but what a let down not only for the price but also some of the staff. What they don't highlight before you spend your money to go into the park is any heavy rain / thunder then lightning they stop the rides/001 yes it is a safety risk and I understand that but when they don't have many thrilling rides which are inside and you have a teenager/001 then this is not the park for you. We had paid extra for a fast pass. I know you can't control the weather but you can control notices to inform people so they can pick a better day to visit/001 being given an umbrella from guest services is not the answer or go to the shows that was suggested as well!
Essack M|Johannesburg- South Africa|26 April 2017|Can get busy|4|B41C8219C674A8FD63FBFAC9ED328E05|The theme park has great rides. The problem will be the queues- so if you can afford/001 get a fast pass.Food on the resort is not too badly priced. All in all/001 it was a fun experience.
Abataa|Tehran|25 April 2017|Amazing !|5|C59812F8B45DFC81CE41BCDBEA568E93|It is a wonderful experience. Don't miss it !The most exciting game is the fast train. There are two/001 both of them are perfect. Go there in a working day if you can/001 to avoid crowded line of waiting for each game. There is a 3D cinema there/001 it's so interesting.
Gamemita G|None|25 April 2017|Exciting.|5|1E8AEF39C793D0B3368C8970004E9E40|Hello Universal Studio - Singapore.I liked for all of there. i appreciate for transformer experience is so great and so exciting. And the roller coasters for Human VS Cylon. I played for human is so exciting but i can't to play for Cylon because i haven't time to wait. If you want to playing all/001 i will suggest you to pay express when you booking the ticket for entrance there.
Ellie_Buffy_Beer|Ballarat- Australia|25 April 2017|Fun for all ages |4|0CE8A2591E6E8A986301C57878E20D68|Love Universal all over the world & Singapore does it well. Rides were exciting and fun/001 queues weren't too long early and the option for buying the express pass is a great add on. The park is clean/001 especially the toilets and the food and beverage options are good.
SharathMK|Bangalore|25 April 2017|Awesome experience|5|F75A970709FEA1371AA02E135DDBA804|Very well maintained and organised/001 the attractions were awesome/001 suggest you to wear light clothes (short and Tshirt are best) with a good walking shoes/001 wait time is too much (thanks to the overwhelming number of tourists on weekends)/001 best avoid weekends and public holidays. As much as you may be tempted to take photos/001 keep that for the end/001 focus on finishing as many rides as possible it takes seconds for a queue to fill up and hours for it to clear up.Recommended rides > Transformers : Please please please do not miss this one/001 the experience is totally out of the world/001 though it is a short ride/001 it will leave you literally on the edge of your seats.> Madagascar : slow ride but totally worth it/001 the whole of the first Madagascar movie is recreated as an awesome exprience> Galactica : Not for the faint of heart/001 this ride provides great adrenaline rush/001 you will go all over the place even after you have stepped out of the ride :)> Jurassic World : It took us 1.5 hrs standing in the queue to finally sit on this ride/001 but the wait was worth it/001 especially once the rough part starts/001 great experience.> Far Far away (Shrek) : this is a good one as well/001 lord farquaad tries his best to torture you/001 its quite funny actually.> Revenge of the Mummy : i missed this one and i regret it/001 have heard great reviews of this one/001 but if you have a kid that doesn't match the required height then you will not be allowed/001 this is the reason we couldn't take this ride (though we could have taken turns/001 but it would have taken a lot of time)> Water World : slightly cheesy/001 but the actors put a lot of effort into this one which makes it really great/001 no special effects what so ever/001 hats off to the energy of these artists.Overall as i said/001 keep calm and complete all the rides first/001 it would do really good if you go early morning/001 the place opens at 10:00/001 so best be there by 9:30/001 get inside/001 take the first right and complete Transformers :) .. you surely wouldn't want to miss this one
VOK1976|Melbourne- Australia|25 April 2017|Great place for families |5|65A1507CDDBEFD1D1CAB870F84B6A0B3|Great place for a family to visit with exciting rides. Recommend buying a 6 mth pass if you intend visiting for more than one day. Express pass is a must.
Ruffa C|None|25 April 2017|A magical experience!|5|F84C8967D9FBE656EFA1ADAB73DDE6E9|It's like you were kid playing in the huge playground. Plenty of amusement around. For you not to queue too much/001 buy the fast lane card for SGD30.00 so you don't need to wait for a long queue.
HiddenWorldsMx|Vancouver- Washington|25 April 2017|What to say?|4|D89F6AE80E5DD2E49CE0898DFEE86CA2|They are always doing a great job. The place is crowded- the lines are long but worth it. The food is good park food. Anyplace in the world/001 universal studios does a great job!
5Mharbi|Saudi Arabia|25 April 2017|5Mharbi|5|D3E55EC958E4B2E48DCCAE9C30C52342|Nice experience enjoyable moments good attractions we have great time and fun the time waiting is comparable to other attractions in the world
Luke C|None|25 April 2017|Must Visit|5|457E8BF1041A2654644942314DA09B8B|If you're in Singapore/001 Universal is a must do!Do yourself a favour and purchase the express pass for an extra $50/001 you skip the cues and makes for a much better day.One of the best experiences of my life.
Aditi M|None|25 April 2017|Cool way to spend a day|4|C51122F1145ACC3E6F0D8644B5DB1523|A great way to spend a day if you are a movie buff and love rides and shows. Great shows from transformers/001 water world. the mummy and Jurassic park. Fun parade and dancers with all kinds of movie memorabilia including how a movie is made. Great for kids too with Madagascar/001 Shrek/001 Sesame Street.Take the express tickets if possible as else the long lines can be a blooper.
Jeremy F|Cwmbran- United Kingdom|25 April 2017|A good day out at universal Studio's|4|08BAF1BB8C575E459D97080682827013|A good day had by all. Plenty of rides for all ages. Different themed areas such as Jurassic Park/001 Egypt etc. Some of the Rollercoasters were particularly good and thrilling. Plenty of places to eat including a 50's style American Diner. Film shows and parades. We spent the full day at Universal and there was just enough to keep us entertained. Prices vary depending where you obtain your tickets. You can expect to pay around 75 Sg Dollars on the day although we managed to get them for 60 beforehand. Shop around for the best price. There are other attractions on Sentosa Island but Universal is probably the most popular for tourists. Queue's for the ride's can be very long ( up to an hour) so get there early to get on the best one's. You can get a Fast Pass to all ride's for which you have to pay extra. Well worth a visit if you have children.
Silvanus A|Jakarta- Indonesia|24 April 2017|Happy Place|5|934F3F9CCD407DE3D50331A746A7A9D7|A very good/001 happy/001 and nice themes park. My family very enjoy this place and i think Transformer show is vey good.
indianfoodlover2015|Pune- India|24 April 2017|Revisit your childhood|5|3A90DE07A1CA6B516407BE380580C486|Firstly/001 this review was way overdue because my visit was in May last year. We hit this place during May 2016 and we timed our visit to a little before the local school holidays and therefore we did not have to wait long in queue for almost all the rides. A day is not enough if you intend to make full use of the place. If you are planning only a day visit/001 suggest you do a survey beforehand online and pinpoint the rides and shows you wish to go to. As you enter/001 if you go left/001 you start with Madagascar zone and if you go right/001 you start with Hollywood. Considering that we had a senior citizen and two kids with us/001 we had to be very/001 very selective. Out of the seven zones/001 we could spend time only on four zones and had to miss out on the other three. Most of the rides are fun but some are very intense so do proceed with caution. Almost all zones have restaurants so food is not a worry.
Kullacha C|None|24 April 2017|Great fun!!!|5|51CA865AA0D98108B3D412406269B9A9|I had a great time here. There are many theme parks including Jurassic park/001 ancient Egypt/001 Madagasga/001 Far far away (Shrek). All are well-organized. This place suit for everyone.
Thanneer|Singapore- Singapore|24 April 2017|A great place for the family|4|45BF8C00034C4780B4D23EEC674B2CA4|I have avoided going to the Universal Studios for fear of being overwhelmed by the crowd and for the fact that I'm not keen on roller-coasters. So/001 finally my organization gave free tickets for employees and subsidized tickets for family members/001 we decided to go. I was wrong on both my initial assumptions. We decided to cover USS clockwise so we avoided the crowds and queues. And there were numerous rides and sights that we (and our 2 year old son) enjoyed/001 namely the boat ride at Madagascar/001 the 4D ride at Shrek/001 Transformers and especially Waterworld.
Tori S|Sydney- Australia|24 April 2017|Express is the best!|4|81F2CFAC94822F1E3466B702C3354B61|Look out for cheap tickets online and make sure you pay extra to get the express pass.Get there early (as in/001 before it opens) because queues to enter the park start forming really early.We were at the front so when the gates opened we were first in line for the rides. My tip would be to only use the express pass if the wait for a ride is 10+minutes. Otherwise just line up and use the express pass later in the day when you want to go on the ride for a second time. That's what we did and it meant that we got to go on every ride twice without lining up.My second tip is to make sure you do the Cyclon rollercoaster first (it's the most extreme ride in the park) because the lines are huge later in the day. Even if you have the express pass it is still a 45min wait.Drink plenty of water as some of the lines get really hot and don't wear loose shoes because they make you take them off for some of the rides.
Wendy W|Hong Kong- China|23 April 2017|Better than Expected|4|E8BD0C826D550ADE4E4F070707FCABC9|Much better than expected! It was my first time visiting Universal Studio in Singapore and we had so much fun! There are a good variety of restaurants located inside and outside of the Universal Studio. The shops and restaurants inside are clean and the staffs are quite friendly. We waited for about 30 to 40 minutes for each ride and it wasn't too bad at all. The lines for the rides are quite structured. And they set up normal line/001 express line and single rider line (to fill up empty seats). The new transformer ride (indoor; 4D) is fun! Must try!
Raja Joko M|None|23 April 2017|Some People Treated it Like Legoland. Take Picture at Its Landmark without Entering It|4|C3B3ED7D9A21F854CE3655A35D9698E0|What I mean is... some people came only to take photos near the Globe written Universal on it. What do you call it? Landmark of USS? Whatever. I am one of them. :D we visited on May 2016 and April 2017. Only to take pictures and take a look around/001 without entering it.
bkweeks2|Perth|23 April 2017|Loads of fun|5|3017F58D471D6C96E6C0C7AB5DC1D3D4|Have been to Universal Studios on Sentosa twice now and both times we've had a blast. Big enough to take up a day but not too big that it's overwhelming. Some fantastic rides (smoothest roller coasters I've ever been on). A definite on the "to do" list if you plan on visiting Sentosa. Both times we have purchased Unlimited Express Passes. We visited mid week and found it not to be too busy/001 however if you're a thrill seeker and want to hit the more popular rides more than once then I would recommend spending that bit extra on the Express Pass to skip the queues.
101kirim|None|23 April 2017|Get the express pass|5|E6111EA4C3C395DA52FDBFAF6D30329F|Very busy park/001 but we had the express pass so we got to skip all the queues. It was worth the extra money for the pass as we got to go on all the rides multiple times.
Shaun P|None|23 April 2017|Worth a look|5|42D098B599D12124EB4E3A79DD47F8BA|The park is a lot smaller than Universal in Florida. It's got some great rides there. I wasn't in the queue that long for each ride. The longest was about 50 mins and that was for Transformers. There's plenty of places to eat. Very hot and humid was the only problem. If your used to it then it's ok but being from the UK is something out of my comfort zone.
hedger9uk|Kota Kinabalu|23 April 2017|Great day out!|5|10E7962DA8D7588A7449E0E34D9F1026|Arrived early around 9.30am and queue was already forming. You can get cheaper tickets from Travel agents and not at the park itself. The unlimited access pass to all rides is an extra sg$80 per person or for a 1 time access pass to each ride is sg$50.00. Great place for kids and even adults. A Lot to do to keep you entertained for hours. Transformers 4d show was really good and good to go in although everyone runs to the roller coasters first up so I worked my way round clockwise and pretty much had no queuing time for anything until the roller coasters. Jurassic park opens at 11am so enough time to get there. Food was pretty bad inside the park so eat a full breakfast before going although you can get stamped out and eat outside and then come in again. If you get an mrt there is a free train ride to the main entrance!
Phillip S|None|23 April 2017|Great place to fill in a day|5|09331DF1399E3F7D1ED722EC3293103F|Arrived 10am left at 4pm and it wasnt long enough . From the shops to the food to the rides my daughter and I had a ball . We could have stayed there for days . Good on ya Universal Studios - Singapore thanks for a great day
ronrmrz|New York City- New York|23 April 2017|Express Pass is Worth It|5|850974F02DE66504FC0A58EC32C1F7D5|This is the first Universal Studios that I have visited and we finished all the rides in half a day due to our express pass. Most queues are 30-50 minutes long and rides are mostly under 10 minutes. If you are visiting the park just for a day or even less/001 but the express pass because it would help you enjoy the park better. The best rides for me are transformers and the mummy.
Wendy B|None|23 April 2017|Something for everyone |5|5372259844CCF60BABAD4D91773DA2E9|Love Universal Studios! This was my second visit to Universal Singapore and it did not disappoint. There were new rides included too!It does get very busy from Friday to Sunday/001 especially over Saturday and Sunday/001 so I would highly recommend getting in early (opens at 10am). If you can afford to/001 I recommend buying the express pass. There are two types available/001 one to enjoy unlimited rides and another to enjoy one ride per attraction. I would recommend the latter/001 it is cheaper ($40ea) and there are so many rides you won't necessarily get time yo do them twice. You save so much time not having to stand in lines which can have a wait of anything from 45min to 2 hours!We bought our Universal tickets as a package (with a additional day to enjoy over 19 activities on the island on day two) and then got the express pass at the entrance itself.You will need to take some extra spending for drinks and food/001 not to mention to buy some mementos from the many novelty stores available. Also/001 don't forget the sunscreen/001 it can get pretty hot in Singapore... and if it does be sure to ride the Jurassic Park rapids ride which will certainly cool you off.My top 3 favorite rides include:TransformersJurassic Park rapidsBattlestar Galactica Human
Nitesh T|None|23 April 2017|Brilliant trip a must see adventure. |4|EEAC89ACAF53C0EB0C982D405750FD21|Went with my young family. Everyone had a blast. Long waiting times. We bought the express tickets which made the day so much more fun. I can't imagine waiting in the queues for 40 minutes for each ride.
